21400122;ANDROIDE;MU4IN800;2;MU4IN200;4;MU4IN601;5;MU4IN900;3;MU4IN700;1;;
21400363;ANDROIDE;MU4IN800;2;MU4IN200;4;MU4IN601;3;MU4IN900;3;MU4IN801;1;;
21400449;ANDROIDE;MU4IN800;2;MU4IN200;3;MU4IN900;2;MU4IN601;1;MU4IN600;1;;
21400464;ANDROIDE;MU4IN800;1;MU4IN200;3;MU4IN900;2;MU4IN601;3;MU4IN600;3;;
21401298;ANDROIDE;MU4IN800;3;MU4IN200;1;MU4IN601;1;MU4IN600;3;MU4IN104;1;;
21402861;ANDROIDE;MU4IN800;1;MU4IN200;4;MU4IN601;5;MU4IN900;2;MU4IN600;1;;
21411393;ANDROIDE;MU4IN800;4;MU4IN200;1;MU4IN601;1;MU4IN600;1;MU4IN104;1;;
21418204;ANDROIDE;MU4IN800;1;MU4IN200;4;MU4IN900;2;MU4IN601;1;MU4IN501;1;;
28603668;ANDROIDE;MU4IN800;4;MU4IN200;2;MU4IN601;1;MU4IN500;1;;;;
28605659;ANDROIDE;MU4IN800;1;MU4IN200;3;MU4IN601;1;MU4IN900;2;MU4IN501;1;;
28618735;ANDROIDE;MU4IN700;1;;;;;;;;;;
28630657;ANDROIDE;MU4IN800;3;MU4IN200;1;MU4IN601;5;MU4IN600;3;MU4IN700;1;;
28705881;ANDROIDE;MU4IN800;1;MU4IN200;4;MU4IN601;1;MU4IN900;2;MU4IN501;2;;
28706870;ANDROIDE;MU4IN800;1;MU4IN200;3;MU4IN600;1;MU4IN900;2;MU4IN601;5;;
28708160;ANDROIDE;MU4IN400;2;MU4IN600;3;MU4IN601;1;;;;;;
28716151;ANDROIDE;MU4IN800;2;MU4IN200;4;MU4IN601;5;MU4IN900;3;MU4IN801;1;;
28718491;ANDROIDE;MU4IN800;2;MU4IN200;3;MU4IN601;3;MU4IN900;3;MU4IN801;2;;
28726582;ANDROIDE;MU4IN800;1;MU4IN200;4;MU4IN900;3;MU4IN601;5;MU4IN801;1;;
28726597;ANDROIDE;MU4IN800;1;MU4IN200;2;MU4IN900;2;MU4IN601;1;MU4IN104;1;;
21108059;BIM;MU4IN700;1;MU4IN601;4;MU4IN200;2;MU4IN800;4;;;;
21316306;BIM;MU4IN601;4;MU4IN200;2;MU4IN800;4;;;;;;
21400593;BIM;MU4IN700;1;MU4IN601;4;MU4IN800;4;MU4IN200;2;;;;
21402950;BIM;MU4IN700;1;MU4IN601;4;MU4IN200;2;MU4IN800;4;;;;
21405748;BIM;MU4IN700;1;MU4IN601;4;MU4IN200;2;MU4IN800;3;;;;
21414118;BIM;MU4IN700;1;MU4IN601;4;MU4IN200;3;MU4IN900;3;;;;
21415959;BIM;MU4IN700;1;MU4IN601;4;MU4IN200;2;MU4IN800;4;;;;
21100552;CCA;MU4IN900;3;MU4IN901;1;MU4IN903;2;MU4IN400;3;MU4IN401;2;;
21112838;CCA;MU4IN900;1;MU4IN901;1;MU4IN903;2;MU4INQ05;1;MU4INQ01;1;MU4IN400;3
21113851;CCA;MU4IN900;1;MU4IN901;1;MU4IN903;1;MU4INQ05;1;MU4INQ01;1;MU4IN601;3
21117351;CCA;MU4IN900;1;MU4IN901;1;MU4IN100;1;MU4IN601;2;MU4IN903;1;;
21200324;CCA;MU4IN900;1;MU4IN901;1;MU4IN903;1;MU4INQ05;1;MU4INQ01;1;MU4IN601;5
21212724;CCA;MU4IN900;1;MU4IN901;1;MU4IN903;1;MU4IN601;5;MU4INQ05;1;MU4INQ01;1
21309935;CCA;MU4IN900;1;MU4IN901;1;MU4IN903;2;MU4IN400;3;MU4IN100;2;;
21400033;CCA;MU4IN900;1;MU4IN901;1;MU4IN903;1;MU4IN100;1;MU4IN601;2;;
21400099;CCA;MU4IN900;1;MU4IN901;1;MU4IN903;2;MU4IN100;2;MU4IN400;3;;
21400421;CCA;MU4IN900;1;MU4IN901;1;MU4IN903;1;MU4IN100;1;MU4IN601;2;;
21400515;CCA;MU4IN900;1;MU4IN901;1;MU4IN903;1;MU4IN100;1;MU4IN601;2;;
21400529;CCA;MU4IN900;1;MU4IN901;1;MU4IN903;1;MU4IN100;1;MU4IN601;2;;
21400615;CCA;MU4IN900;1;MU4IN901;1;MU4IN903;1;MU4IN100;1;MU4IN401;2;;
21407651;CCA;MU4IN900;1;MU4IN901;1;MU4IN903;1;MU4IN100;1;MU4IN401;2;;
21410685;CCA;MU4IN900;1;MU4IN901;1;MU4IN903;1;MU4IN100;1;MU4IN401;2;;
21411317;CCA;MU4IN900;1;MU4IN901;1;MU4IN903;1;MU4IN100;1;MU4IN601;2;;
21415339;CCA;MU4IN900;1;MU4IN901;1;MU4IN903;1;MU4IN401;1;MU4IN100;1;;
21416202;CCA;MU4IN900;3;MU4IN901;1;MU4IN401;1;MU4IN903;2;MU4IN400;3;;
21416340;CCA;MU4IN900;1;MU4IN901;1;MU4IN903;1;MU4IN100;1;MU4IN401;2;;
21417802;CCA;MU4IN900;1;MU4IN901;1;MU4IN903;1;MU4IN601;3;MU4INQ05;1;MU4INQ01;1
28602563;CCA;MU4IN900;3;MU4IN903;2;MU4IN200;1;;;;;;
28726079;CCA;MU4IN900;1;MU4IN901;1;MU4IN903;1;MU4IN601;3;MU4INQ05;1;MU4INQ01;1
21100696;DAC;MU4IN800;1;MU4IN601;3;MU4IN801;2;MU4IN200;4;MU4IN900;3;;
21102968;DAC;MU4IN800;3;MU4IN601;3;MU4IN801;2;MU4IN200;1;MU4IN600;3;;
21105214;DAC;MU4IN800;3;MU4IN601;3;MU4IN801;2;MU4IN600;3;MU4IN200;1;;
21105223;DAC;MU4IN800;4;MU4IN601;3;MU4IN801;2;MU4IN200;1;MU4IN600;1;;
21105301;DAC;MU4IN800;3;MU4IN601;3;MU4IN801;2;MU4IN200;1;MU4IN600;3;;
21105949;DAC;MU4IN800;2;MU4IN601;3;MU4IN801;3;MU4IN600;1;MU4IN200;3;;
21108860;DAC;MU4IN800;1;MU4IN601;5;MU4IN801;1;MU4IN200;4;MU4IN900;3;;
21111286;DAC;MU4IN800;3;MU4IN601;3;MU4IN801;1;MU4IN600;1;MU4IN200;1;;
21113693;DAC;MU4IN800;4;MU4IN601;5;MU4IN801;2;MU4IN600;3;MU4IN200;1;;
21300058;DAC;MU4IN800;1;MU4IN601;5;MU4IN801;3;MU4IN600;3;MU4IN200;4;;
21304385;DAC;MU4IN700;1;;;;;;;;;;
21311806;DAC;MU4IN601;2;MU4IN700;1;;;;;;;;
21316700;DAC;MU4IN601;2;;;;;;;;;;
21400068;DAC;MU4IN800;2;MU4IN601;1;MU4IN801;3;MU4IN600;3;MU4IN200;3;;
21400077;DAC;MU4IN800;1;MU4IN601;5;MU4IN801;1;MU4IN600;3;MU4IN900;2;;
21400184;DAC;MU4IN800;4;MU4IN601;1;MU4IN801;2;MU4IN600;3;MU4IN200;1;;
21400495;DAC;MU4IN800;3;MU4IN601;1;MU4IN801;2;MU4IN600;3;MU4IN104;1;MU4IN200;1
21400505;DAC;MU4IN800;2;MU4IN601;1;MU4IN801;3;MU4IN200;2;MU4IN104;1;;
21400967;DAC;MU4IN800;2;MU4IN601;3;MU4IN801;2;MU4IN900;1;MU4IN600;1;;
21401951;DAC;MU4IN800;2;MU4IN601;1;MU4IN801;3;MU4IN200;4;MU4IN600;1;;
21402600;DAC;MU4IN800;1;MU4IN601;5;MU4IN801;2;MU4IN200;4;MU4IN900;3;;
21402664;DAC;MU4IN800;1;MU4IN601;5;MU4IN801;1;MU4IN900;2;MU4IN600;1;;
21402854;DAC;MU4IN800;4;MU4IN601;1;MU4IN801;2;MU4IN600;2;MU4IN200;2;;
21407315;DAC;MU4IN800;2;MU4IN601;3;MU4IN801;1;MU4IN600;1;MU4IN900;2;;
21408798;DAC;MU4IN800;1;MU4IN601;1;MU4IN801;2;MU4IN900;3;MU4IN200;4;;
21410720;DAC;MU4IN800;3;MU4IN601;2;MU4IN801;2;MU4IN600;1;MU4IN104;1;;
21414350;DAC;MU4IN800;3;MU4IN601;5;MU4IN801;2;MU4IN200;1;MU4IN600;1;;
21417011;DAC;MU4IN800;2;MU4IN601;5;MU4IN801;3;MU4IN200;3;MU4IN600;3;;
21418571;DAC;MU4IN800;2;MU4IN601;3;MU4IN801;2;MU4IN900;3;MU4IN200;4;;
21418700;DAC;MU4IN800;2;MU4IN601;1;MU4IN801;3;MU4IN104;1;MU4IN200;2;;
28603647;DAC;MU4IN800;3;MU4IN601;1;MU4IN801;2;MU4IN600;1;MU4IN200;1;;
28706356;DAC;MU4IN800;1;MU4IN601;1;MU4IN801;3;MU4IN200;2;MU4IN104;1;;
28706448;DAC;MU4IN800;4;MU4IN601;2;MU4IN801;1;MU4IN200;2;MU4IN104;1;;
28712609;DAC;MU4IN800;1;;;;;;;;;;
28725545;DAC;MU4IN800;1;MU4IN601;3;MU4IN801;3;MU4IN600;1;MU4IN200;3;;
3702388;IMA;MU4IN600;3;MU4IN601;5;MU4IN200;1;MU4IN800;4;;;;
21105872;IMA;MU4IN600;3;MU4IN601;1;MU4IN200;4;MU4IN500;1;MU4IN900;2;;
21304866;IMA;MU4IN600;1;MU4IN601;3;MU4IN104;2;MU4IN200;1;MU4IN700;1;;
21306997;IMA;MU4IN600;1;MU4IN601;1;MU4IN801;3;MU4IN800;1;;;;
21318476;IMA;MU4IN600;3;MU4IN601;1;MU4IN901;1;MU4IN500;1;MU4IN104;2;;
21400109;IMA;MU4IN600;1;MU4IN601;2;MU4IN700;1;MU4IN200;3;MU4IN903;2;;
21400117;IMA;MU4IN600;3;MU4IN601;2;MU4IN901;2;MU4IN903;2;MU4IN801;3;;
21400271;IMA;MU4IN600;3;MU4IN601;1;MU4IN200;1;MU4IN800;3;MU4IN104;1;;
21400298;IMA;MU4IN600;1;MU4IN601;3;MU4IN700;1;MU4IN900;2;MU4IN800;1;;
21400378;IMA;MU4IN600;3;MU4IN601;2;MU4IN903;2;MU4IN700;1;MU4IN200;4;;
21400518;IMA;MU4IN600;1;MU4IN601;3;MU4IN200;1;MU4IN104;2;MU4IN700;1;;
21402552;IMA;MU4IN600;1;MU4IN601;5;MU4IN200;1;MU4IN800;3;MU4IN903;1;;
21408105;IMA;MU4IN600;1;MU4IN601;3;MU4IN200;4;MU4IN801;3;MU4IN800;2;;
21411880;IMA;MU4IN600;1;MU4IN601;5;MU4IN801;3;MU4IN800;2;MU4IN200;4;;
21417723;IMA;MU4IN600;1;MU4IN601;2;MU4IN901;2;MU4IN903;2;MU4IN104;2;;
7867890;IQ;MU4INQ05;1;MU4INQ01;1;MU4INQ02;1;MU4IN901;1;MU4IN900;2;MU4IN600;2
21304631;IQ;MU4INQ02;1;MU4IN900;1;MU4IN903;1;MU4IN500;1;;;;
21308452;IQ;MU4INQ02;1;MU4IN600;2;MU4IN903;1;;;;;;
21400302;IQ;MU4INQ05;1;MU4INQ01;1;MU4INQ02;1;MU4IN901;2;MU4IN903;1;MU4IN100;3
21400381;IQ;MU4INQ05;1;MU4INQ01;1;MU4INQ02;1;MU4IN901;2;MU4IN600;2;MU4IN903;1
21400407;IQ;MU4INQ05;1;MU4INQ01;1;MU4INQ02;1;MU4IN901;2;MU4IN903;2;MU4IN100;3
21400700;IQ;MU4INQ05;1;MU4INQ01;1;MU4INQ02;1;MU4IN901;2;MU4IN903;2;MU4IN100;3
21400845;IQ;MU4INQ05;1;MU4INQ01;1;MU4INQ02;1;MU4IN901;1;MU4IN900;1;MU4IN903;2
21401492;IQ;MU4INQ05;1;MU4INQ01;1;MU4INQ02;1;MU4IN200;3;MU4IN900;1;MU4IN903;2
21401571;IQ;MU4INQ05;1;MU4INQ01;1;MU4INQ02;1;MU4IN903;1;MU4IN900;1;MU4IN600;2
21401739;IQ;MU4INQ05;1;MU4INQ01;1;MU4INQ02;1;MU4IN900;1;MU4IN200;3;MU4IN903;2
21402875;IQ;MU4INQ05;1;MU4INQ01;1;MU4INQ02;1;MU4IN200;3;MU4IN900;1;MU4IN903;2
21410318;IQ;MU4INQ05;1;MU4INQ01;1;MU4INQ02;1;MU4IN600;2;MU4INX06;1;MU4IN901;1
21410437;IQ;MU4INQ05;1;MU4INQ01;1;MU4INQ02;1;MU4IN901;2;MU4IN903;2;MU4IN100;3
21412463;IQ;MU4INQ05;1;MU4INQ01;1;MU4INQ02;1;MU4IN903;1;MU4IN901;2;MU4IN600;2
21412569;IQ;MU4INQ05;1;MU4INQ01;1;MU4INQ02;1;MU4IN901;2;MU4IN903;2;MU4IN100;3
21413535;IQ;MU4INQ05;1;MU4INQ01;1;MU4INQ02;1;MU4IN600;2;MU4IN901;2;MU4IN900;2
21416062;IQ;MU4INQ05;1;MU4INQ01;1;MU4INQ02;1;MU4IN900;1;MU4IN903;1;MU4IN600;2
21416282;IQ;MU4INQ05;1;MU4INQ01;1;MU4INQ02;1;MU4IN900;1;MU4IN903;2;MU4IN200;3
21419157;IQ;MU4INQ05;1;MU4INQ01;1;MU4INQ02;1;MU4IN600;2;MU4IN100;3;MU4INX06;1
3800028;RES;MU4IN002;2;MU4IN400;2;MU4IN900;3;;;;;;
21101134;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN900;3;MU4IN400;2;;
21104733;RES;MU4IN001;4;MU4IN014;1;MU4IN002;2;MU4IN104;2;MU4IN200;1;;
21105099;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN400;2;MU4IN200;2;;
21106783;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN401;3;MU4IN200;2;;
21107297;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN400;2;MU4IN200;2;;
21107603;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN401;2;MU4IN400;2;;
21107819;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN100;3;MU4IN104;1;;
21110119;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN200;1;MU4IN801;3;;
21110508;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN401;3;MU4IN200;2;;
21111263;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN401;2;MU4IN400;2;;
21113417;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN400;2;MU4IN104;2;;
21118889;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN401;2;MU4IN400;2;;
21134068;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN104;1;MU4IN401;1;;
21304461;RES;MU4IN001;3;MU4IN002;2;MU4IN500;1;;;;;;
21309415;RES;MU4IN104;2;MU4IN401;2;;;;;;;;
21313806;RES;MU4IN001;4;MU4IN014;1;MU4IN002;2;MU4IN104;1;MU4IN400;2;;
21323034;RES;MU4IN200;2;MU4IN401;2;;;;;;;;
21400072;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN801;3;MU4IN104;1;;
21401533;RES;MU4IN001;4;MU4IN014;1;MU4IN002;2;MU4IN104;1;MU4IN400;2;;
21401563;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN400;2;MU4IN104;2;;
21401729;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN401;1;MU4IN104;1;;
21401849;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN400;2;MU4IN104;1;;
21401923;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN104;1;MU4IN200;2;;
21402458;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN104;2;MU4IN401;1;;
21402506;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN104;1;MU4IN401;2;;
21406833;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN401;1;MU4IN801;3;;
21406863;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN801;3;MU4IN401;2;;
21406894;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN401;1;MU4IN104;1;;
21410147;RES;MU4IN001;4;MU4IN014;1;MU4IN002;2;MU4IN104;1;MU4IN801;3;;
21411344;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN401;2;MU4IN400;2;;
21411874;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN401;1;MU4IN104;2;;
21413282;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN401;1;MU4IN104;2;;
21414469;RES;MU4IN001;4;MU4IN014;1;MU4IN002;2;MU4IN500;2;MU4IN400;2;;
21414628;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN401;2;MU4IN801;3;;
21415267;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN400;2;MU4IN401;1;;
21415515;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN400;2;MU4IN200;2;;
21415624;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN401;1;MU4IN104;1;;
21415798;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN104;2;MU4IN400;2;;
21416339;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN801;3;MU4IN500;1;;
21416974;RES;MU4IN001;4;MU4IN014;1;MU4IN002;2;MU4IN801;3;MU4IN104;1;;
21418441;RES;MU4IN001;4;MU4IN014;1;MU4IN002;2;MU4IN400;1;MU4IN801;3;;
21418536;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN601;2;MU4IN801;3;;
21418679;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN104;2;MU4IN200;2;;
21419195;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN400;2;MU4IN900;3;;
21419196;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN400;2;MU4IN900;3;;
21419245;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN401;1;MU4IN400;2;;
28608312;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN104;2;MU4IN400;2;;
28608744;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN401;2;MU4IN400;2;;
28617513;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN801;3;MU4IN401;1;;
28706212;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN200;2;MU4IN104;1;;
28711045;RES;MU4IN001;4;MU4IN014;1;MU4IN002;3;MU4IN401;1;MU4IN400;2;;
28712378;RES;MU4IN001;3;MU4IN014;1;MU4IN002;2;MU4IN104;1;MU4IN401;3;;
21101028;SAR;MU4IN401;2;MU4IN400;3;MU4IN100;1;MU4IN101;1;MU4IN801;1;MU4IN800;4
21101206;SAR;MU4IN401;3;MU4IN400;3;MU4IN100;2;MU4IN002;3;MU4IN500;2;;
21102002;SAR;MU4IN401;3;MU4IN400;1;MU4IN501;1;MU4IN905;1;MU4IN500;2;;
21102028;SAR;MU4IN401;3;MU4IN400;3;MU4IN001;3;MU4IN905;1;MU4IN501;1;;
21103270;SAR;MU4IN401;3;MU4IN400;3;MU4IN905;1;MU4IN100;1;MU4IN001;3;;
21104840;SAR;MU4IN401;1;MU4IN400;3;MU4IN501;1;MU4IN002;3;MU4IN801;3;;
21107756;SAR;MU4IN401;3;MU4IN400;3;MU4IN100;1;MU4IN905;1;MU4IN001;3;;
21113241;SAR;MU4IN401;3;MU4IN400;1;MU4IN905;1;MU4IN501;2;MU4IN200;4;;
21132666;SAR;MU4IN401;3;MU4IN400;3;MU4IN001;3;MU4IN905;1;MU4IN501;1;;
21304583;SAR;MU4IN401;2;MU4IN400;2;MU4IN104;1;MU4IN002;3;MU4IN900;3;;
21400013;SAR;MU4IN401;3;MU4IN400;3;MU4IN500;2;MU4IN501;1;MU4IN905;1;;
21400034;SAR;MU4IN401;2;MU4IN400;1;MU4IN800;3;MU4IN801;1;MU4IN104;1;;
21400280;SAR;MU4IN401;1;MU4IN400;1;MU4IN801;3;MU4IN100;1;MU4IN200;3;;
21400296;SAR;MU4IN401;3;MU4IN400;3;MU4IN905;1;MU4IN001;3;MU4IN501;1;;
21400344;SAR;MU4IN401;3;MU4IN400;1;MU4IN501;1;MU4IN905;1;MU4IN200;3;;
21400353;SAR;MU4IN401;1;MU4IN400;1;MU4IN501;2;MU4IN500;2;MU4IN103;1;;
21400428;SAR;MU4IN401;1;MU4IN400;3;MU4IN002;3;MU4IN801;3;MU4IN501;2;;
21400471;SAR;MU4IN401;2;MU4IN400;2;MU4IN500;2;MU4IN501;2;MU4IN200;3;;
21400542;SAR;MU4IN401;3;MU4IN400;3;MU4IN100;2;MU4IN500;2;MU4IN002;3;;
21401426;SAR;MU4IN401;1;MU4IN400;3;MU4IN101;1;MU4IN100;1;MU4IN103;1;;
21401550;SAR;MU4IN401;3;MU4IN400;1;MU4IN900;1;MU4IN100;2;MU4IN200;4;;
21403462;SAR;MU4IN401;1;MU4IN400;3;MU4IN801;3;MU4IN100;1;MU4IN002;3;;
21410175;SAR;MU4IN401;3;MU4IN400;3;MU4IN001;3;MU4IN905;1;MU4IN500;2;MU4IN501;1
21414666;SAR;MU4IN401;2;MU4IN400;3;MU4IN100;1;MU4IN103;1;MU4IN002;3;;
21414745;SAR;MU4IN401;1;MU4IN400;1;MU4IN500;2;MU4IN801;1;MU4IN501;1;;
21417415;SAR;MU4IN401;2;MU4IN400;3;MU4IN801;3;MU4IN001;3;MU4IN501;1;;
28707636;SAR;MU4IN401;1;MU4IN400;3;MU4IN801;2;MU4IN501;2;MU4IN500;2;;
28710673;SAR;MU4IN401;2;MU4IN400;1;MU4IN801;1;MU4IN501;1;MU4IN500;2;;
28723936;SAR;MU4IN401;1;MU4IN400;1;MU4IN501;2;MU4IN800;3;MU4IN200;3;;
28725256;SAR;MU4IN401;3;MU4IN400;3;MU4IN900;1;MU4IN100;2;MU4IN101;1;;
21102544;SESI;MU4IN100;1;MU4IN101;1;MU4IN400;3;MU4IN401;1;MU4IN103;1;;
21102722;SESI;MU4IN100;1;MU4IN101;1;MU4IN401;2;MU4IN400;3;MU4IN103;1;;
21103102;SESI;MU4IN100;1;MU4IN101;1;MU4IN103;1;MU4IN400;3;MU4IN401;1;;
21105074;SESI;MU4IN100;2;MU4IN101;1;MU4IN103;1;MU4IN104;2;MU4EES05;1;;
21106771;SESI;MU4IN100;1;MU4IN101;1;MU4IN103;1;MU4IN401;2;MU4IN200;4;;
21107748;SESI;MU4IN100;1;MU4IN101;1;MU4IN401;2;MU4IN400;2;MU4IN200;3;;
21115269;SESI;MU4IN100;2;MU4IN101;1;MU4IN103;1;MU4EES05;1;MU4IN104;2;;
21117546;SESI;MU4IN100;2;MU4IN101;1;MU4IN103;1;MU4EES05;1;MU4IN104;2;;
21220727;SESI;MU4IN100;2;MU4IN101;1;MU4EES05;1;MU4IN103;1;MU4IN104;2;;
21221825;SESI;MU4IN100;2;MU4IN101;1;MU4IN104;2;MU4EES05;1;MU4IN103;1;;
21300799;SESI;MU4IN100;1;MU4IN101;1;MU4IN103;1;MU4IN401;1;MU4IN104;2;;
21300921;SESI;MU4IN100;2;MU4IN101;1;MU4IN103;1;MU4EES05;1;MU4IN104;2;;
21304469;SESI;MU4IN103;1;MU4IN104;2;;;;;;;;
21310245;SESI;MU4IN100;2;MU4IN400;2;;;;;;;;
21319752;SESI;MU4IN100;2;MU4IN101;1;MU4IN103;1;MU4IN905;2;MU4IN104;2;;
21400355;SESI;MU4IN100;2;MU4IN101;1;MU4EES05;1;MU4IN104;2;MU4IN103;1;;
21403064;SESI;MU4IN100;2;MU4IN101;1;MU4EES05;1;MU4IN104;1;MU4IN103;1;;
21410773;SESI;MU4IN100;2;MU4IN101;1;MU4EES05;1;MU4IN104;2;MU4IN103;1;;
21414075;SESI;MU4IN100;2;MU4IN101;1;MU4IN104;2;MU4IN103;1;MU4EES05;1;;
21416354;SESI;MU4IN100;1;MU4IN101;1;MU4IN103;1;MU4IN400;3;MU4IN401;1;;
21416422;SESI;MU4IN100;2;MU4IN101;1;MU4IN104;1;MU4IN103;1;MU4EES05;1;;
