Parcours;numero;ue obtenues
ANDROIDE;28726597;1 , 2 , 3 , 4 , 8;lrc1;mogpl2;complex2;mapsi1;signal1
IMA;21400117;1 , 2 , 3 , 4 , 6;bima3;mapsi2;model_en2;ppar_en2;mlbda3
ANDROIDE;21418204;1 , 2 , 3 , 4 , 5;lrc1;mogpl4;complex2;mapsi1;dlp1
BIM;233323371EB;1 , 2 , 3 , 4 , 5;aagb1;mapsi3;maths4m0621;mogpl2;lrc4
BIM;21402894;1 , 2 , 3 , 6;aagb1;mapsi3;maths4m0621;mogpl2;INSCRIPTION INCOMPLETE !
BIM;21402950;1 , 2 , 3 , 5 , 7;aagb1;mapsi5;maths4m0621;mogpl2;lrc4
BIM;21415959;1 , 2 , 3 , 5 , 8;aagb1;mapsi3;maths4m0621;mogpl2;lrc4
BIM;21323276;1 , 2 , 3 , 5;aagb1;mapsi3;maths4m0621;mogpl2;INSCRIPTION INCOMPLETE !
BIM;CANDGK3M7HLD;1 , 2 , 3 , 5 , 7;aagb1;mapsi3;maths4m0621;mogpl2;lrc3
BIM;21103771;1 , 2 , 3 , 7;aagb1;mapsi5;maths4m0621;lrc3;INSCRIPTION INCOMPLETE !
BIM;MA23_30927;1 , 2 , 3 , 6 , 7;aagb1;mapsi3;maths4m0621;mogpl2;lrc4
BIM;21316306;1 , 3 , 4;mapsi2;mogpl2;lrc4
BIM;21400593;1 , 2 , 3 , 4 , 7;aagb1;mapsi3;maths4m0621;lrc4;mogpl2
BIM;21405748;1 , 2 , 3 , 4 , 5;aagb1;mapsi3;maths4m0621;mogpl2;lrc3
BIM;21108059;1 , 2 , 3 , 4 , 6;aagb1;mapsi3;maths4m0621;mogpl2;lrc4
BIM;CAND7XL35GT8;1 , 2 , 3 , 6 , 8;aagb1;mapsi3;maths4m0621;mogpl3;complex3
BIM;21414118;1 , 2 , 3 , 4 , 5;aagb1;mapsi3;maths4m0621;mogpl3;complex3
BIM;21401467;1 , 2 , 3 , 7;aagb1;mapsi3;maths4m0621;mogpl2;INSCRIPTION INCOMPLETE !
CCA;CANDGJRWAV7C;1 , 2 , 3 , 4 , 7;complex1;model1;ppar_en1;qclg_qk4cs_en1;mapsi5
CCA;21400421;1 , 2 , 3 , 4 , 5;complex1;model1;ppar_en1;archi1;mapsi2
CCA;21400515;1 , 2 , 3 , 4 , 5;complex1;model1;ppar_en1;archi1;mapsi2
CCA;21400099;1 , 2 , 3 , 4 , 5;complex1;model1;ppar_en2;archi2;pscr3
CCA;21113851;1 , 2 , 3 , 4 , 5;complex1;model1;ppar_en1;qclg_qk4cs_en1;mapsi3
CCA;21411317;1 , 2 , 3 , 4 , 5;complex1;model1;ppar_en1;archi1;mapsi2
CCA;21416340;1 , 2 , 3 , 4 , 5;complex1;model1;ppar_en1;archi1;noyau2
CCA;21400033;1 , 2 , 3 , 4 , 5;complex1;model1;ppar_en1;archi1;mapsi2
CCA;21415339;1 , 2 , 3 , 4 , 5;complex1;model1;ppar_en1;noyau1;archi1
CCA;21400529;1 , 2 , 3 , 4 , 5;complex1;model1;ppar_en1;archi1;mapsi2
CCA;21400615;1 , 2 , 3 , 4 , 5;complex1;model1;ppar_en1;archi1;noyau2
CCA;21200324;1 , 2 , 3 , 4 , 8;complex1;model1;ppar_en1;qclg_qk4cs_en1;mapsi5
CCA;21417802;1 , 2 , 3 , 5 , 7;complex1;model1;ppar_en1;mapsi3;qclg_qk4cs_en1
CCA;21100552;1 , 2 , 3 , 5 , 6;complex3;model1;ppar_en2;pscr3;noyau2
CCA;21407651;1 , 2 , 3 , 4 , 5;complex1;model1;ppar_en1;archi1;noyau2
CCA;21410685;1 , 2 , 3 , 4 , 5;complex1;model1;ppar_en1;archi1;noyau2
CCA;21309935;1 , 2 , 3 , 5 , 6;complex1;model1;ppar_en2;pscr3;archi2
CCA;28602563;1 , 2 , 4;complex3;ppar_en2;mogpl1
CCA;21416202;1 , 2 , 5 , 6 , 7;complex3;model1;noyau1;ppar_en2;pscr3
CCA;21112838;1 , 2 , 3 , 4 , 5;complex1;model1;ppar_en2;qclg_qk4cs_en1;pscr3
CCA;28726079;1 , 2 , 3 , 4 , 6;complex1;model1;ppar_en1;mapsi3;qclg_qk4cs_en1
CCA;21117351;1 , 2 , 3 , 4 , 6;complex1;model1;archi1;mapsi2;ppar_en1
CCA;21212724;1 , 2 , 3 , 4 , 8;complex1;model1;ppar_en1;mapsi5;qclg_qk4cs_en1
DAC;21300058;1 , 2 , 3 , 4 , 5;lrc1;mapsi5;mlbda3;bima3;mogpl4
DAC;21304385;2;aagb1
DAC;28706448;1 , 2 , 3 , 4 , 8;lrc4;mapsi2;mlbda1;mogpl2;signal1
DAC;28706356;1 , 2 , 3 , 4 , 8;lrc1;mapsi1;mlbda3;mogpl2;signal1
DAC;21108860;1 , 2 , 3 , 4 , 5;lrc1;mapsi5;mlbda1;mogpl4;complex3
DAC;21316700;1;mapsi2
DAC;21402664;1 , 2 , 3 , 4 , 6;lrc1;mapsi5;mlbda1;complex2;bima1
DAC;21311806;1 , 3;mapsi2;aagb1
DAC;21400077;1 , 2 , 3 , 4 , 5;lrc1;mapsi5;mlbda1;bima3;complex2
DAC;CANDZLBESIXP;1 , 2 , 3 , 4 , 5;lrc3;mapsi5;mlbda2;bima1;mogpl1
DAC;21105214;1 , 2 , 3 , 4 , 5;lrc3;mapsi3;mlbda2;bima3;mogpl1
DAC;21402600;1 , 2 , 3 , 4 , 6;lrc1;mapsi5;mlbda2;mogpl4;complex3
DAC;21418571;1 , 2 , 3 , 4 , 5;lrc2;mapsi3;mlbda2;complex3;mogpl4
DAC;21400505;1 , 2 , 3 , 4 , 7;lrc2;mapsi1;mlbda3;mogpl2;signal1
DAC;21100696;1 , 2 , 3 , 4 , 5;lrc1;mapsi3;mlbda2;mogpl4;complex3
DAC;21400495;1 , 2 , 3 , 4 , 5 , 7;lrc3;mapsi1;mlbda2;bima3;signal1;mogpl1
DAC;21400184;1 , 2 , 3 , 4 , 5;lrc4;mapsi1;mlbda2;bima3;mogpl1
DAC;21113693;1 , 2 , 3 , 4 , 5;lrc4;mapsi5;mlbda2;bima3;mogpl1
DAC;21400068;1 , 2 , 3 , 4 , 7;lrc2;mapsi1;mlbda3;bima3;mogpl3
DAC;21111286;1 , 2 , 3 , 4 , 5;lrc3;mapsi3;mlbda1;bima1;mogpl1
DAC;21410720;1 , 2 , 3 , 4 , 6;lrc3;mapsi2;mlbda2;bima1;signal1
DAC;28712609;1;lrc1
DAC;21105949;1 , 2 , 3 , 4 , 5;lrc2;mapsi3;mlbda3;bima1;mogpl3
DAC;21407315;1 , 2 , 3 , 4 , 5;lrc2;mapsi3;mlbda1;bima1;complex2
DAC;21105223;1 , 2 , 3 , 4 , 5;lrc4;mapsi3;mlbda2;mogpl1;bima1
DAC;21102968;1 , 2 , 3 , 4 , 5;lrc3;mapsi3;mlbda2;mogpl1;bima3
DAC;21414350;1 , 2 , 3 , 5 , 6;lrc3;mapsi5;mlbda2;mogpl1;bima1
DAC;21400967;1 , 2 , 3 , 4 , 5;lrc2;mapsi3;mlbda2;complex1;bima1
DAC;21408798;1 , 2 , 3 , 4 , 6;lrc1;mapsi1;mlbda2;complex3;mogpl4
DAC;21105301;1 , 2 , 3 , 4 , 5;lrc3;mapsi3;mlbda2;mogpl1;bima3
DAC;21402854;1 , 2 , 3 , 4 , 7;lrc4;mapsi1;mlbda2;bima_en2;mogpl2
DAC;28603647;1 , 2 , 3 , 4 , 5;lrc3;mapsi1;mlbda2;bima1;mogpl1
DAC;21401951;1 , 2 , 3 , 4 , 5;lrc2;mapsi1;mlbda3;mogpl4;bima1
DAC;21417011;1 , 2 , 3 , 4 , 6;lrc2;mapsi5;mlbda3;mogpl3;bima3
DAC;28725545;1 , 2 , 3 , 4 , 6;lrc1;mapsi3;mlbda3;bima1;mogpl3
DAC;21418700;1 , 2 , 3 , 6 , 7;lrc2;mapsi1;mlbda3;signal1;mogpl2
DAC;SU00002235;1 , 2 , 3 , 4 , 5;lrc2;mapsi1;mlbda2;complex3;signal1
IMA;21408105;1 , 2 , 3 , 4 , 5;bima1;mapsi3;mogpl4;mlbda3;lrc2
IMA;21400298;1 , 2 , 4 , 5 , 7;bima1;mapsi3;aagb1;complex2;lrc1
IMA;21306997;1 , 2 , 4 , 5;bima1;mapsi3;mlbda3;lrc1
IMA;21400378;1 , 2 , 3 , 4 , 5;bima3;mapsi2;ppar_en2;aagb1;mogpl4
IMA;21318476;1 , 2 , 3 , 4 , 5;bima3;mapsi1;model1;algav1;signal2
IMA;21304866;1 , 2 , 3 , 5 , 6;bima1;mapsi3;signal2;mogpl1;aagb1
IMA;21105872;1 , 2 , 3 , 4 , 6;bima3;mapsi1;mogpl4;algav1;complex2
IMA;21402552;1 , 2 , 4 , 6 , 8;bima1;mapsi5;mogpl1;lrc3;ppar_en1
IMA;3702388;1 , 2 , 3 , 4;bima3;mapsi5;mogpl1;lrc4
IMA;21400109;1 , 2 , 3 , 7 , 8;bima1;mapsi2;aagb1;mogpl3;ppar_en2
IMA;21400518;1 , 2 , 3 , 5 , 8;bima1;mapsi3;mogpl1;signal2;aagb1
IMA;21400271;1 , 2 , 3 , 4 , 6;bima3;mapsi1;mogpl1;lrc3;signal1
IMA;21411880;1 , 2 , 3 , 4 , 5;bima1;mapsi5;mlbda3;lrc2;mogpl4
IMA;21417723;1 , 2 , 3 , 4 , 6;bima1;mapsi2;model_en2;ppar_en2;signal2
IQ;21401492;1 , 2 , 3 , 4 , 6;qclg_qk4cs_en1;qph4cs_en1;mogpl3;complex1;ppar_en2
IQ;21402057;1 , 2 , 4 , 5;qclg_qk4cs_en1;qph4cs_en1;archi_en3;model_en2;INSCRIPTION INCOMPLETE !
IQ;21419157;1 , 2 , 3 , 5 , 6;qclg_qk4cs_en1;qph4cs_en1;bima_en2;archi_en3;sigcom_en1
IQ;21413535;1 , 2 , 3 , 4 , 5;qclg_qk4cs_en1;qph4cs_en1;bima_en2;model_en2;complex2
IQ;21400302;1 , 2 , 3 , 4 , 7;qclg_qk4cs_en1;qph4cs_en1;model_en2;ppar_en1;archi_en3
IQ;21412569;1 , 2 , 3 , 4 , 7;qclg_qk4cs_en1;qph4cs_en1;model_en2;ppar_en2;archi_en3
IQ;21308452;1 , 2 , 4;qph4cs_en1;bima_en2;ppar_en1
IQ;21400845;1 , 2 , 3 , 4 , 6;qclg_qk4cs_en1;qph4cs_en1;model1;complex1;ppar_en2
IQ;7867890;1 , 2 , 3 , 4 , 5;qclg_qk4cs_en1;qph4cs_en1;model1;complex2;bima_en2
IQ;21410318;1 , 2 , 3 , 4 , 5;qclg_qk4cs_en1;qph4cs_en1;bima_en2;sigcom_en1;model1
IQ;21304631;1 , 4 , 5 , 6;qph4cs_en1;complex1;ppar_en1;algav1
IQ;21416282;1 , 2 , 3 , 5 , 7;qclg_qk4cs_en1;qph4cs_en1;complex1;ppar_en2;mogpl3
IQ;21402875;1 , 2 , 3 , 4 , 8;qclg_qk4cs_en1;qph4cs_en1;mogpl3;complex1;ppar_en2
IQ;21412463;1 , 2 , 3 , 4 , 5;qclg_qk4cs_en1;qph4cs_en1;ppar_en1;model_en2;bima_en2
IQ;21401739;1 , 2 , 3 , 4 , 5;qclg_qk4cs_en1;qph4cs_en1;complex1;mogpl3;ppar_en2
IQ;21400700;1 , 2 , 3 , 4 , 8;qclg_qk4cs_en1;qph4cs_en1;model_en2;ppar_en2;archi_en3
IQ;21400381;1 , 2 , 3 , 4 , 5;qclg_qk4cs_en1;qph4cs_en1;model_en2;bima_en2;ppar_en1
IQ;21416062;1 , 2 , 3 , 4 , 5;qclg_qk4cs_en1;qph4cs_en1;complex1;ppar_en1;bima_en2
IQ;21410437;1 , 2 , 3 , 4 , 8;qclg_qk4cs_en1;qph4cs_en1;model_en2;ppar_en2;archi_en3
IQ;21401571;1 , 2 , 3 , 5 , 6;qclg_qk4cs_en1;qph4cs_en1;ppar_en1;complex1;bima_en2
IQ;21400407;1 , 2 , 3 , 5 , 7;qclg_qk4cs_en1;qph4cs_en1;model_en2;ppar_en2;archi_en3
RES;21107603;1 , 2 , 3 , 5 , 6;ares4;progres1;rtel3;noyau2;pscr2
RES;21414469;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel2;algav2;pscr2
RES;21418536;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel3;mapsi2;mlbda3
RES;21113417;1 , 2 , 3 , 4 , 5;ares3;progres1;rtel2;pscr2;signal2
RES;21402458;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel3;signal2;noyau1
RES;21411344;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel3;noyau2;pscr2
RES;21304461;1 , 2 , 5;ares3;rtel2;algav1
RES;21104733;1 , 2 , 3 , 5 , 8;ares4;progres1;rtel2;signal2;mogpl1
RES;21313806;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel2;signal1;pscr2
RES;21415798;1 , 2 , 3 , 4 , 6;ares3;progres1;rtel2;signal2;pscr2
RES;3800028;1 , 2 , 4;rtel2;pscr2;complex3
RES;21400072;1 , 2 , 3 , 4 , 6;ares3;progres1;rtel2;mlbda3;signal1
RES;28608312;1 , 2 , 3 , 4 , 5;ares3;progres1;rtel2;signal2;pscr2
RES;21415624;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel3;noyau1;signal1
RES;28608744;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel3;noyau2;pscr2
RES;28617513;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel3;mlbda3;noyau1
RES;21419245;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel3;noyau1;pscr2
RES;21309415;1 , 2;signal2;noyau2
RES;21110119;1 , 2 , 3 , 4 , 5;ares3;progres1;rtel2;mogpl1;mlbda3
RES;21415515;1 , 2 , 3 , 4 , 5;ares3;progres1;rtel2;pscr2;mogpl2
RES;28712378;1 , 2 , 3 , 4 , 6;ares3;progres1;rtel2;signal1;noyau3
RES;21110508;1 , 2 , 3 , 4 , 5;ares3;progres1;rtel2;noyau3;mogpl2
RES;21106783;1 , 2 , 3 , 4 , 5;ares3;progres1;rtel2;noyau3;mogpl2
RES;21411874;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel3;noyau1;signal2
RES;21107819;1 , 2 , 3 , 4 , 5;ares3;progres1;rtel2;archi_en3;signal1
RES;21118889;1 , 2 , 3 , 4 , 6;ares4;progres1;rtel3;noyau2;pscr2
RES;21414628;1 , 2 , 3 , 5 , 6;ares4;progres1;rtel3;noyau2;mlbda3
RES;21416339;1 , 2 , 3 , 4 , 5;ares3;progres1;rtel2;mlbda3;algav1
RES;21134068;1 , 2 , 3 , 4 , 6;ares4;progres1;rtel3;signal1;noyau1
RES;MA23_29379;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel3;noyau1;pscr2
RES;28706212;1 , 2 , 3 , 4 , 5;ares3;progres1;rtel2;mogpl2;signal1
RES;21323034;1 , 3;mogpl2;noyau2
RES;21406833;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel3;noyau1;mlbda3
RES;21415267;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel3;pscr2;noyau1
RES;CAND4BDJZFRW;1 , 2 , 3 , 4 , 8;ares3;progres1;rtel2;signal1;mogpl1
RES;21101134;1 , 2 , 3 , 4 , 5;ares3;progres1;rtel2;complex3;pscr2
RES;21406863;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel3;mlbda3;noyau2
RES;21416974;1 , 2 , 3 , 4 , 6;ares4;progres1;rtel2;mlbda3;signal1
RES;21413282;1 , 2 , 3 , 5 , 6;ares4;progres1;rtel3;noyau1;signal2
RES;21401849;1 , 2 , 3 , 5 , 6;ares3;progres1;rtel2;pscr2;signal1
RES;21406894;1 , 2 , 3 , 5 , 6;ares4;progres1;rtel3;noyau1;signal1
RES;21401923;1 , 2 , 3 , 4 , 5;ares3;progres1;rtel2;signal1;mogpl2
RES;28711045;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel3;noyau1;pscr2
RES;21401729;1 , 2 , 3 , 4 , 6;ares4;progres1;rtel3;noyau1;signal1
RES;21402506;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel3;signal1;noyau2
RES;21418679;1 , 2 , 3 , 4 , 7;ares3;progres1;rtel2;signal2;mogpl2
RES;21111263;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel3;noyau2;pscr2
RES;21105099;1 , 2 , 3 , 4 , 6;ares3;progres1;rtel2;pscr2;mogpl2
RES;21401563;1 , 2 , 3 , 5 , 6;ares3;progres1;rtel2;pscr2;signal2
RES;21107297;1 , 2 , 3 , 4 , 6;ares3;progres1;rtel2;pscr2;mogpl2
RES;21401533;1 , 2 , 3 , 4 , 6;ares4;progres1;rtel2;signal1;pscr2
RES;21410147;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel2;signal1;mlbda3
RES;SU00002305;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel3;signal2;noyau1
RES;21419195;1 , 2 , 3 , 4 , 6;ares3;progres1;rtel2;pscr2;complex3
RES;21418441;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel2;pscr1;mlbda3
RES;21419196;1 , 2 , 3 , 4 , 6;ares3;progres1;rtel2;pscr2;complex3
RES;DZ22_21634_C02;1 , 2 , 3 , 4 , 5;ares4;progres1;rtel3;noyau2;pscr2
SAR;21304583;1 , 2 , 3 , 4 , 5;noyau2;pscr2;signal1;rtel3;complex3
SAR;21400034;1 , 2 , 5 , 6 , 8;noyau2;pscr1;lrc3;mlbda1;signal1
SAR;21101028;1 , 2 , 3 , 5 , 6 , 8;noyau2;pscr3;archi1;vlsi1;mlbda1;lrc4
SAR;21104840;1 , 2 , 6 , 7 , 8;noyau1;pscr3;dlp1;rtel3;mlbda3
SAR;21107756;1 , 2 , 3 , 5 , 7;noyau3;pscr3;archi1;sc1;ares3;INSCRIPTION INCOMPLETE !
SAR;21414745;1 , 2 , 3 , 6 , 8;noyau1;pscr1;algav2;mlbda1;dlp1
SAR;21400353;1 , 2 , 3 , 5 , 8;noyau1;pscr1;dlp2;algav2;mobj1
SAR;21410175;1 , 2 , 4 , 5 , 7 , 8;noyau3;pscr3;ares3;sc1;algav2;dlp1
SAR;21103270;1 , 2 , 3 , 4 , 5;noyau3;pscr3;sc1;archi1;ares3
SAR;21417415;1 , 2 , 4 , 5 , 6;noyau2;pscr3;mlbda3;ares3;dlp1
SAR;21101206;1 , 2 , 3 , 6 , 7;noyau3;pscr3;archi2;rtel3;algav2
SAR;21414666;1 , 2 , 3 , 5 , 7;noyau2;pscr3;archi1;mobj1;rtel3
SAR;28725256;1 , 2 , 3 , 4 , 5;noyau3;pscr3;complex1;archi2;vlsi1;INSCRIPTION INCOMPLETE !
SAR;21400344;1 , 2 , 3 , 5 , 6;noyau3;pscr1;dlp1;sc1;mogpl3
SAR;21400013;1 , 2 , 3 , 4 , 5;noyau3;pscr3;algav2;dlp1;sc1
SAR;21113241;1 , 2 , 3 , 6 , 8;noyau3;pscr1;sc1;dlp2;mogpl4
SAR;21400428;1 , 2 , 3 , 5 , 6;noyau1;pscr3;rtel3;mlbda3;dlp2
SAR;21400296;1 , 2 , 3 , 5 , 6;noyau3;pscr3;sc1;ares3;dlp1
SAR;21102028;1 , 2 , 3 , 4 , 7;noyau3;pscr3;ares3;sc1;dlp1
SAR;080480637GK;1 , 2 , 3 , 6 , 7;noyau2;pscr1;mlbda1;complex3;mogpl3
SAR;21400280;1 , 2 , 3 , 4 , 7;noyau1;pscr1;mlbda3;archi1;mogpl3
SAR;28723936;1 , 2 , 3 , 4 , 6;noyau1;pscr1;dlp2;lrc3;mogpl3
SAR;21401426;1 , 2 , 3 , 4 , 6;noyau1;pscr3;vlsi1;archi1;mobj1
SAR;21132666;1 , 2 , 3 , 4 , 8;noyau3;pscr3;ares3;sc1;dlp1;INSCRIPTION INCOMPLETE !
SAR;21401550;1 , 2 , 3 , 6 , 8;noyau3;pscr1;complex1;archi2;mogpl4
SAR;21102002;1 , 2 , 3 , 4 , 8;noyau3;pscr1;dlp1;sc1;algav2
SAR;21403462;1 , 2 , 3 , 4 , 6;noyau1;pscr3;mlbda3;archi1;rtel3
SAR;21400542;1 , 2 , 3 , 4 , 7;noyau3;pscr3;archi2;algav2;rtel3
SAR;28710673;1 , 2 , 3 , 7 , 8;noyau2;pscr1;mlbda1;dlp1;algav2
SAR;28707636;1 , 2 , 3 , 5 , 8;noyau1;pscr3;mlbda2;dlp2;algav2
SAR;21400471;1 , 2 , 3 , 4 , 5;noyau2;pscr2;algav2;dlp2;mogpl3
SESI;21220727;1 , 2 , 3 , 4 , 5;archi2;vlsi1;esa1;mobj1;signal2
SESI;21300921;1 , 2 , 3 , 4 , 5;archi2;vlsi1;mobj1;esa1;signal2
SESI;28620147;1 , 2 , 3 , 4 , 5;archi2;vlsi1;mobj1;signal2;esa1
SESI;28712457;1 , 2 , 3 , 4 , 5;archi2;vlsi1;esa1;signal2;mobj1
SESI;28715042;1 , 2 , 3 , 4 , 5;archi1;vlsi1;noyau2;pscr3;mlbda3
SESI;21117546;1 , 2 , 4 , 7 , 8;archi2;vlsi1;mobj1;esa1;signal2
SESI;21416422;1 , 2 , 3 , 4 , 5;archi2;vlsi1;signal1;mobj1;esa1
SESI;21418100;1 , 2 , 3 , 5 , 6;archi1;vlsi1;mobj1;noyau2;pscr3
SESI;21416354;1 , 2 , 3 , 4 , 5;archi1;vlsi1;mobj1;pscr3;noyau1
SESI;28605381;1 , 2 , 3 , 4 , 7;archi1;vlsi1;noyau1;pscr3;mobj1
SESI;21103102;1 , 2 , 3 , 4 , 5;archi1;vlsi1;mobj1;pscr3;noyau1
SESI;21105074;1 , 2 , 3 , 6 , 7;archi2;vlsi1;mobj1;signal2;esa1
SESI;21403064;1 , 2 , 3 , 6 , 8;archi2;vlsi1;esa1;signal1;mobj1
SESI;21102722;1 , 2 , 3 , 4 , 7;archi1;vlsi1;noyau2;pscr3;mobj1
SESI;CANDP5TFXEG8;1 , 2 , 3 , 4;archi1;vlsi1;mobj1;noyau2;INSCRIPTION INCOMPLETE !
SESI;21300799;1 , 2 , 3 , 4 , 7;archi1;vlsi1;mobj1;noyau1;signal2
